"","area","year","id","text","average","country","score","date","host","min.number","min.before","min.after","min.closest","min.any","total","commitments","commitments2","binding.level","summit.ref","org.ref","mentions.date","mentions.multi.year","mentions.money","mentions.values","bodies","gdp","gdp.per.cap","gdp.growth","is.italy","is.uk","is.canada","is.eu","is.france","is.germany","is.japan","is.russia","is.climate","is.conflict","is.crime","is.development","is.democracy","is.education","is.energy","is.food","is.gender","is.ict","is.labor","is.macro","is.security","is.trade"
"23","Climate Change",1989,"1989-4 (MB)","We believe that the conclusion of a framework or umbrella convention on climate change to set out general principles or guidelines is urgently required to mobilize and rationalise the efforts made by the international community. Specific protocols containing concrete commitments could be fitted into the framework as scientific evidence requires and permits``",0,"germany","0","1989-07-14","France",0,0,0,NA,0,327,4,16,0,0,0,0,0,0,0,0,1398.97,2.825610622,3.09618,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"24","Climate Change",1989,"1989-21 (AL)","We strongly advocate common efforts to limit emissions of carbon dioxide and other greenhouse gases, which threaten to induce climate change, endangering the environment and ultimately the economy.",0.428571429,"canada","1","1989-07-14","France",0,0,0,NA,0,327,4,16,1,0,0,0,0,0,0,0,565.056,2.071563148,0.497585215,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"25","Climate Change",1989,"1989-21 (AL)","We strongly advocate common efforts to limit emissions of carbon dioxide and other greenhouse gases, which threaten to induce climate change, endangering the environment and ultimately the economy.",0.428571429,"germany","1","1989-07-14","France",0,0,0,NA,0,327,4,16,1,0,0,0,0,0,0,0,1398.97,2.825610622,3.09618,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"26","Climate Change",1989,"1989-3 (MB)","We call for the adoption of sustainable forest management practices, with a view to preserving the scale of world forests.",-0.285714286,"germany","0","1989-07-14","France",0,0,0,NA,0,327,4,16,0,0,0,0,0,0,0,0,1398.97,2.825610622,3.09618,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"27","Climate Change",1989,"1989-21 (AL)","We strongly advocate common efforts to limit emissions of carbon dioxide and other greenhouse gases, which threaten to induce climate change, endangering the environment and ultimately the economy.",0.428571429,"eu",NA,"1989-07-14","France",0,0,0,NA,0,327,4,16,1,0,0,0,0,0,0,0,5193.67,2.088965898,3.56584316,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"28","Climate Change",1989,"1989-3 (MB)","We call for the adoption of sustainable forest management practices, with a view to preserving the scale of world forests.",-0.285714286,"us","-1","1989-07-14","France",0,0,0,NA,0,327,4,16,0,0,0,0,0,0,0,0,5641.58,3.898949367,2.698166682,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"29","Climate Change",1989,"1989-22 (MB)","We need to strengthen the world-wide network of observatories for greenhouse gases and support the World Meteorological Organization initiative to establish a global climatological reference network to detect climate changes.",-0.428571429,"russia",NA,"1989-07-14","France",0,0,0,NA,0,327,4,16,0,0,0,0,0,0,0,0,506.5,0.8105888408,NA,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"30","Climate Change",1989,"1989-4 (MB)","We believe that the conclusion of a framework or umbrella convention on climate change to set out general principles or guidelines is urgently required to mobilize and rationalise the efforts made by the international community. Specific protocols containing concrete commitments could be fitted into the framework as scientific evidence requires and permits``",0,"eu",NA,"1989-07-14","France",0,0,0,NA,0,327,4,16,0,0,0,0,0,0,0,0,5193.67,2.088965898,3.56584316,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"31","Climate Change",1989,"1989-4 (MB)","We believe that the conclusion of a framework or umbrella convention on climate change to set out general principles or guidelines is urgently required to mobilize and rationalise the efforts made by the international community. Specific protocols containing concrete commitments could be fitted into the framework as scientific evidence requires and permits``",0,"france","0","1989-07-14","France",0,0,0,NA,0,327,4,16,0,0,0,0,0,0,0,0,1025.21,2.785460786,3.780015355,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"32","Climate Change",1989,"1989-3 (MB)","We call for the adoption of sustainable forest management practices, with a view to preserving the scale of world forests.",-0.285714286,"uk","-1","1989-07-14","France",0,0,0,NA,0,327,4,16,0,0,0,0,0,0,0,0,926.885,3.133346197,2.310928689,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"33","Climate Change",1989,"1989-4 (MB)","We believe that the conclusion of a framework or umbrella convention on climate change to set out general principles or guidelines is urgently required to mobilize and rationalise the efforts made by the international community. Specific protocols containing concrete commitments could be fitted into the framework as scientific evidence requires and permits``",0,"japan","0","1989-07-14","France",0,0,0,NA,0,327,4,16,0,0,0,0,0,0,0,0,3054.91,2.726894317,4.439692721,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"34","Climate Change",1989,"1989-4 (MB)","We believe that the conclusion of a framework or umbrella convention on climate change to set out general principles or guidelines is urgently required to mobilize and rationalise the efforts made by the international community. Specific protocols containing concrete commitments could be fitted into the framework as scientific evidence requires and permits``",0,"us","-1","1989-07-14","France",0,0,0,NA,0,327,4,16,0,0,0,0,0,0,0,0,5641.58,3.898949367,2.698166682,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"35","Climate Change",1989,"1989-22 (MB)","We need to strengthen the world-wide network of observatories for greenhouse gases and support the World Meteorological Organization initiative to establish a global climatological reference network to detect climate changes.",-0.428571429,"canada","-1","1989-07-14","France",0,0,0,NA,0,327,4,16,0,0,0,0,0,0,0,0,565.056,2.071563148,0.497585215,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"36","Climate Change",1989,"1989-21 (AL)","We strongly advocate common efforts to limit emissions of carbon dioxide and other greenhouse gases, which threaten to induce climate change, endangering the environment and ultimately the economy.",0.428571429,"us","-1","1989-07-14","France",0,0,0,NA,0,327,4,16,1,0,0,0,0,0,0,0,5641.58,3.898949367,2.698166682,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"37","Climate Change",1989,"1989-4 (MB)","We believe that the conclusion of a framework or umbrella convention on climate change to set out general principles or guidelines is urgently required to mobilize and rationalise the efforts made by the international community. Specific protocols containing concrete commitments could be fitted into the framework as scientific evidence requires and permits``",0,"canada","1","1989-07-14","France",0,0,0,NA,0,327,4,16,0,0,0,0,0,0,0,0,565.056,2.071563148,0.497585215,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"38","Climate Change",1989,"1989-3 (MB)","We call for the adoption of sustainable forest management practices, with a view to preserving the scale of world forests.",-0.285714286,"eu",NA,"1989-07-14","France",0,0,0,NA,0,327,4,16,0,0,0,0,0,0,0,0,5193.67,2.088965898,3.56584316,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"39","Climate Change",1989,"1989-3 (MB)","We call for the adoption of sustainable forest management practices, with a view to preserving the scale of world forests.",-0.285714286,"russia",NA,"1989-07-14","France",0,0,0,NA,0,327,4,16,0,0,0,0,0,0,0,0,506.5,0.8105888408,NA,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"40","Climate Change",1989,"1989-21 (AL)","We strongly advocate common efforts to limit emissions of carbon dioxide and other greenhouse gases, which threaten to induce climate change, endangering the environment and ultimately the economy.",0.428571429,"italy","0","1989-07-14","France",0,0,0,NA,0,327,4,16,1,0,0,0,0,0,0,0,928.661,2.697793266,3.310861935,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"41","Climate Change",1989,"1989-22 (MB)","We need to strengthen the world-wide network of observatories for greenhouse gases and support the World Meteorological Organization initiative to establish a global climatological reference network to detect climate changes.",-0.428571429,"italy","-1","1989-07-14","France",0,0,0,NA,0,327,4,16,0,0,0,0,0,0,0,0,928.661,2.697793266,3.310861935,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"42","Climate Change",1989,"1989-4 (MB)","We believe that the conclusion of a framework or umbrella convention on climate change to set out general principles or guidelines is urgently required to mobilize and rationalise the efforts made by the international community. Specific protocols containing concrete commitments could be fitted into the framework as scientific evidence requires and permits``",0,"uk","1","1989-07-14","France",0,0,0,NA,0,327,4,16,0,0,0,0,0,0,0,0,926.885,3.133346197,2.310928689,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"43","Climate Change",1989,"1989-3 (MB)","We call for the adoption of sustainable forest management practices, with a view to preserving the scale of world forests.",-0.285714286,"france","-1","1989-07-14","France",0,0,0,NA,0,327,4,16,0,0,0,0,0,0,0,0,1025.21,2.785460786,3.780015355,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"44","Climate Change",1989,"1989-21 (AL)","We strongly advocate common efforts to limit emissions of carbon dioxide and other greenhouse gases, which threaten to induce climate change, endangering the environment and ultimately the economy.",0.428571429,"uk","1","1989-07-14","France",0,0,0,NA,0,327,4,16,1,0,0,0,0,0,0,0,926.885,3.133346197,2.310928689,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"45","Climate Change",1989,"1989-22 (MB)","We need to strengthen the world-wide network of observatories for greenhouse gases and support the World Meteorological Organization initiative to establish a global climatological reference network to detect climate changes.",-0.428571429,"japan","1","1989-07-14","France",0,0,0,NA,0,327,4,16,0,0,0,0,0,0,0,0,3054.91,2.726894317,4.439692721,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"46","Climate Change",1989,"1989-22 (MB)","We need to strengthen the world-wide network of observatories for greenhouse gases and support the World Meteorological Organization initiative to establish a global climatological reference network to detect climate changes.",-0.428571429,"us","-1","1989-07-14","France",0,0,0,NA,0,327,4,16,0,0,0,0,0,0,0,0,5641.58,3.898949367,2.698166682,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"47","Climate Change",1989,"1989-3 (MB)","We call for the adoption of sustainable forest management practices, with a view to preserving the scale of world forests.",-0.285714286,"canada","-1","1989-07-14","France",0,0,0,NA,0,327,4,16,0,0,0,0,0,0,0,0,565.056,2.071563148,0.497585215,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"48","Climate Change",1989,"1989-4 (MB)","We believe that the conclusion of a framework or umbrella convention on climate change to set out general principles or guidelines is urgently required to mobilize and rationalise the efforts made by the international community. Specific protocols containing concrete commitments could be fitted into the framework as scientific evidence requires and permits``",0,"italy","-1","1989-07-14","France",0,0,0,NA,0,327,4,16,0,0,0,0,0,0,0,0,928.661,2.697793266,3.310861935,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"49","Climate Change",1989,"1989-3 (MB)","We call for the adoption of sustainable forest management practices, with a view to preserving the scale of world forests.",-0.285714286,"italy","1","1989-07-14","France",0,0,0,NA,0,327,4,16,0,0,0,0,0,0,0,0,928.661,2.697793266,3.310861935,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"50","Climate Change",1989,"1989-22 (MB)","We need to strengthen the world-wide network of observatories for greenhouse gases and support the World Meteorological Organization initiative to establish a global climatological reference network to detect climate changes.",-0.428571429,"uk","1","1989-07-14","France",0,0,0,NA,0,327,4,16,0,0,0,0,0,0,0,0,926.885,3.133346197,2.310928689,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"51","Climate Change",1989,"1989-22 (MB)","We need to strengthen the world-wide network of observatories for greenhouse gases and support the World Meteorological Organization initiative to establish a global climatological reference network to detect climate changes.",-0.428571429,"eu",NA,"1989-07-14","France",0,0,0,NA,0,327,4,16,0,0,0,0,0,0,0,0,5193.67,2.088965898,3.56584316,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"52","Climate Change",1989,"1989-21 (AL)","We strongly advocate common efforts to limit emissions of carbon dioxide and other greenhouse gases, which threaten to induce climate change, endangering the environment and ultimately the economy.",0.428571429,"france","0","1989-07-14","France",0,0,0,NA,0,327,4,16,1,0,0,0,0,0,0,0,1025.21,2.785460786,3.780015355,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"53","Climate Change",1989,"1989-22 (MB)","We need to strengthen the world-wide network of observatories for greenhouse gases and support the World Meteorological Organization initiative to establish a global climatological reference network to detect climate changes.",-0.428571429,"germany","-1","1989-07-14","France",0,0,0,NA,0,327,4,16,0,0,0,0,0,0,0,0,1398.97,2.825610622,3.09618,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"54","Climate Change",1989,"1989-22 (MB)","We need to strengthen the world-wide network of observatories for greenhouse gases and support the World Meteorological Organization initiative to establish a global climatological reference network to detect climate changes.",-0.428571429,"france","-1","1989-07-14","France",0,0,0,NA,0,327,4,16,0,0,0,0,0,0,0,0,1025.21,2.785460786,3.780015355,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"55","Climate Change",1990,"1990-27-28(MB)","We reiterate our support for the negotiation of a framework convention on climate change, under the auspices of the UNEP and WMO. The convention should be completed by 1992",0.428571429,"japan","1","1990-07-09","United States",0,0,0,NA,0,327,9,81,0,0,0,1,1,0,0,0,3132.82,2.850839127,4.545273687,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"56","Climate Change",1990,"1990-26 (AL)","We are committed to undertake common efforts to limit greenhouse gases, such as carbon dioxide.",0.428571429,"japan","0","1990-07-09","United States",0,0,0,NA,0,327,9,81,1,0,0,0,0,0,0,0,3132.82,2.850839127,4.545273687,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"57","Climate Change",1990,"1990-27-28(MB)","We reiterate our support for the negotiation of a framework convention on climate change, under the auspices of the UNEP and WMO. The convention should be completed by 1992",0.428571429,"canada","1","1990-07-09","United States",0,0,0,NA,0,327,9,81,0,0,0,1,1,0,0,0,593.93,2.144836196,-1.334143873,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"58","Climate Change",1990,"1990-29 (MB)","Work on implementing protocols should be undertaken as expediously as possible and should consider all sources and sinks.",-0.285714286,"japan","0","1990-07-09","United States",0,0,0,NA,0,327,9,81,0,0,0,0,0,0,0,0,3132.82,2.850839127,4.545273687,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"59","Climate Change",1990,"1990-36 (MB)","We are ready to cooperate with the Government of Brazil on a comprehensive pilot programme to counteract the threat to tropical rain forests in that country",-1,"canada","-1","1990-07-09","United States",0,0,0,NA,0,327,9,81,0,0,0,0,0,0,0,0,593.93,2.144836196,-1.334143873,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"60","Climate Change",1990,"1990-27-28(MB)","We reiterate our support for the negotiation of a framework convention on climate change, under the auspices of the UNEP and WMO. The convention should be completed by 1992",0.428571429,"france","1","1990-07-09","United States",0,0,0,NA,0,327,9,81,0,0,0,1,1,0,0,0,1269.18,2.852357745,2.401647822,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"61","Climate Change",1990,"1990-29 (MB)","Work on implementing protocols should be undertaken as expediously as possible and should consider all sources and sinks.",-0.285714286,"canada","-1","1990-07-09","United States",0,0,0,NA,0,327,9,81,0,0,0,0,0,0,0,0,593.93,2.144836196,-1.334143873,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"62","Climate Change",1990,"1990-36 (MB)","We are ready to cooperate with the Government of Brazil on a comprehensive pilot programme to counteract the threat to tropical rain forests in that country",-1,"france","-1","1990-07-09","United States",0,0,0,NA,0,327,9,81,0,0,0,0,0,0,0,0,1269.18,2.852357745,2.401647822,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"63","Climate Change",1990,"1990-29 (MB)","Work on implementing protocols should be undertaken as expediously as possible and should consider all sources and sinks.",-0.285714286,"france","-1","1990-07-09","United States",0,0,0,NA,0,327,9,81,0,0,0,0,0,0,0,0,1269.18,2.852357745,2.401647822,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"64","Climate Change",1990,"1990-26 (AL)","We are committed to undertake common efforts to limit greenhouse gases, such as carbon dioxide.",0.428571429,"canada","1","1990-07-09","United States",0,0,0,NA,0,327,9,81,1,0,0,0,0,0,0,0,593.93,2.144836196,-1.334143873,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"65","Climate Change",1990,"1990-26 (AL)","We are committed to undertake common efforts to limit greenhouse gases, such as carbon dioxide.",0.428571429,"uk","0","1990-07-09","United States",0,0,0,NA,0,327,9,81,1,0,0,0,0,0,0,0,1093.17,3.146916129,0.433081174,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
