"","year","area","id","text","average","country","score","date","host","min.number","min.before","min.after","min.closest","min.any","total","commitments","commitments2","binding.level","summit.ref","org.ref","mentions.date","mentions.multi.year","mentions.money","mentions.values","gdp","gdp.per.cap","gdp.growth","is.italy","is.trade","is.health","is.uk","is.us","is.canada","is.eu","is.france","is.germany","is.japan","is.russia","is.climate","is.conflict","is.crime","is.development","is.democracy","is.education","is.energy","is.environment","is.finance","is.food","is.gender","is.ict","is.labor","is.macro","is.nonprolif","is.security","is.terrorism"
"34",1978,"Terrorism","1978-50","At the same time, their governments will initiate action to halt all incoming flights from that country or from any country by the airlines of the country concerned",0,"italy","0","1978-07-16","Germany",0,0,0,NA,0,377,3,9,1,0,0,0,0,0,0,3.15e-16,5.610498099e-05,2.872936349,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"35",1978,"Terrorism","1978-49","To this end, in cases where a country refuses extradition or prosecution of those who have hijacked an aircraft and/or do not return such aircraft, the Heads of State and Government are jointly resolved that their governments shall take immediate action to cease all flights to that country",0.14,"france","0","1978-07-16","Germany",0,0,0,NA,0,377,3,9,1,0,0,0,0,0,0,NA,9.264777834e-05,3.552398215,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"36",1978,"Terrorism","1978-48","The Heads of State and Government, concerned about terrorism and the taking of hostages, declare that their governments will intensify their joint efforts to combat international terrorism",0.29,"japan","-1","1978-07-16","Germany",0,0,0,NA,0,377,3,9,1,0,0,0,0,0,0,1.01e-15,8.821843492e-05,4.323652939,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"37",1978,"Terrorism","1978-49","To this end, in cases where a country refuses extradition or prosecution of those who have hijacked an aircraft and/or do not return such aircraft, the Heads of State and Government are jointly resolved that their governments shall take immediate action to cease all flights to that country",0.14,"japan","0","1978-07-16","Germany",0,0,0,NA,0,377,3,9,1,0,0,0,0,0,0,1.01e-15,8.821843492e-05,4.323652939,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"38",1978,"Terrorism","1978-50","At the same time, their governments will initiate action to halt all incoming flights from that country or from any country by the airlines of the country concerned",0,"japan","0","1978-07-16","Germany",0,0,0,NA,0,377,3,9,1,0,0,0,0,0,0,1.01e-15,8.821843492e-05,4.323652939,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"39",1978,"Terrorism","1978-50","At the same time, their governments will initiate action to halt all incoming flights from that country or from any country by the airlines of the country concerned",0,"russia",NA,"1978-07-16","Germany",0,0,0,NA,0,377,3,9,1,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"40",1978,"Terrorism","1978-48","The Heads of State and Government, concerned about terrorism and the taking of hostages, declare that their governments will intensify their joint efforts to combat international terrorism",0.29,"canada","-1","1978-07-16","Germany",0,0,0,NA,0,377,3,9,1,0,0,0,0,0,0,2.19e-16,9.123691334e-05,2.656504455,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"41",1978,"Terrorism","1978-49","To this end, in cases where a country refuses extradition or prosecution of those who have hijacked an aircraft and/or do not return such aircraft, the Heads of State and Government are jointly resolved that their governments shall take immediate action to cease all flights to that country",0.14,"canada","0","1978-07-16","Germany",0,0,0,NA,0,377,3,9,1,0,0,0,0,0,0,2.19e-16,9.123691334e-05,2.656504455,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"42",1978,"Terrorism","1978-50","At the same time, their governments will initiate action to halt all incoming flights from that country or from any country by the airlines of the country concerned",0,"canada","0","1978-07-16","Germany",0,0,0,NA,0,377,3,9,1,0,0,0,0,0,0,2.19e-16,9.123691334e-05,2.656504455,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"43",1978,"Terrorism","1978-49","To this end, in cases where a country refuses extradition or prosecution of those who have hijacked an aircraft and/or do not return such aircraft, the Heads of State and Government are jointly resolved that their governments shall take immediate action to cease all flights to that country",0.14,"us","1","1978-07-16","Germany",0,0,0,NA,0,377,3,9,1,0,0,0,0,0,0,2.35e-15,0.0001056494822,4.422982369,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"44",1978,"Terrorism","1978-50","At the same time, their governments will initiate action to halt all incoming flights from that country or from any country by the airlines of the country concerned",0,"us","0","1978-07-16","Germany",0,0,0,NA,0,377,3,9,1,0,0,0,0,0,0,2.35e-15,0.0001056494822,4.422982369,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"45",1978,"Terrorism","1978-50","At the same time, their governments will initiate action to halt all incoming flights from that country or from any country by the airlines of the country concerned",0,"france","0","1978-07-16","Germany",0,0,0,NA,0,377,3,9,1,0,0,0,0,0,0,NA,9.264777834e-05,3.552398215,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"46",1981,"Terrorism","1981-36","“[The Heads of State and Government are convinced that, in the case of the hijacking of a Pakistan International Airlines aircraft in March, the conduct of the Babrak Karmal government of Afghanistan, both during the incident and subsequently in giving refuge to the hijackers, was and is in flagrant breach of its international obligations under the Hague Convention to which Afghanistan is a party, and constitutes a serious threat to air safety.] Consequently the Heads of State and Government propose to suspend all flights to and from Afghanistan in implementation of the Bonn Declaration unless Afghanistan immediately takes steps to comply with its obligations.”",0,"germany","0","1981-07-20","Canada",0,0,0,NA,0,377,7,49,1,0,0,0,0,0,0,8e-16,0.0001020907312,0.376242533,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"47",1981,"Trade","1981-17","We will work together to strengthen this system in the interest of all trading countries, recognizing that this will involve structural adaptation to changes in the world economy. ",0,"italy","0","1981-07-20","Canada",0,0,0,NA,0,338,6,36,0,0,0,0,0,0,0,4.31e-16,7.622833328e-05,0.7232324,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"48",1981,"Trade","1981-17","We will work together to strengthen this system in the interest of all trading countries, recognizing that this will involve structural adaptation to changes in the world economy. ",0,"us","0","1981-07-20","Canada",0,0,0,NA,0,338,6,36,0,0,0,0,0,0,0,3.21e-15,0.0001397610975,1.53631968,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"49",1981,"Terrorism","1981-36","“[The Heads of State and Government are convinced that, in the case of the hijacking of a Pakistan International Airlines aircraft in March, the conduct of the Babrak Karmal government of Afghanistan, both during the incident and subsequently in giving refuge to the hijackers, was and is in flagrant breach of its international obligations under the Hague Convention to which Afghanistan is a party, and constitutes a serious threat to air safety.] Consequently the Heads of State and Government propose to suspend all flights to and from Afghanistan in implementation of the Bonn Declaration unless Afghanistan immediately takes steps to comply with its obligations.”",0,"eu",NA,"1981-07-20","Canada",0,0,0,NA,0,377,7,49,1,0,0,0,0,0,0,2.88e-15,7.034358349e-05,0.090768715,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"50",1981,"Trade","1981-17","We will work together to strengthen this system in the interest of all trading countries, recognizing that this will involve structural adaptation to changes in the world economy. ",0,"eu",NA,"1981-07-20","Canada",0,0,0,NA,0,338,6,36,0,0,0,0,0,0,0,2.88e-15,7.034358349e-05,0.090768715,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"51",1981,"Terrorism","1981-36","“[The Heads of State and Government are convinced that, in the case of the hijacking of a Pakistan International Airlines aircraft in March, the conduct of the Babrak Karmal government of Afghanistan, both during the incident and subsequently in giving refuge to the hijackers, was and is in flagrant breach of its international obligations under the Hague Convention to which Afghanistan is a party, and constitutes a serious threat to air safety.] Consequently the Heads of State and Government propose to suspend all flights to and from Afghanistan in implementation of the Bonn Declaration unless Afghanistan immediately takes steps to comply with its obligations.”",0,"italy","-1","1981-07-20","Canada",0,0,0,NA,0,377,7,49,1,0,0,0,0,0,0,4.31e-16,7.622833328e-05,0.7232324,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"52",1981,"Trade","1981-17","We will work together to strengthen this system in the interest of all trading countries, recognizing that this will involve structural adaptation to changes in the world economy. ",0,"france","0","1981-07-20","Canada",0,0,0,NA,0,338,6,36,0,0,0,0,0,0,0,NA,0.0001110497773,0.578958963,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"53",1981,"Trade","1981-17","We will work together to strengthen this system in the interest of all trading countries, recognizing that this will involve structural adaptation to changes in the world economy. ",0,"uk","0","1981-07-20","Canada",0,0,0,NA,0,338,6,36,0,0,0,0,0,0,0,5.41e-16,9.599306222e-05,-0.822285263,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"54",1981,"Trade","1981-17","We will work together to strengthen this system in the interest of all trading countries, recognizing that this will involve structural adaptation to changes in the world economy. ",0,"canada","0","1981-07-20","Canada",0,0,0,NA,0,338,6,36,0,0,0,0,0,0,0,3.06e-16,0.0001233746625,2.20571769,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"55",1981,"Trade","1981-17","We will work together to strengthen this system in the interest of all trading countries, recognizing that this will involve structural adaptation to changes in the world economy. ",0,"germany","0","1981-07-20","Canada",0,0,0,NA,0,338,6,36,0,0,0,0,0,0,0,8e-16,0.0001020907312,0.376242533,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"56",1981,"Terrorism","1981-36","“[The Heads of State and Government are convinced that, in the case of the hijacking of a Pakistan International Airlines aircraft in March, the conduct of the Babrak Karmal government of Afghanistan, both during the incident and subsequently in giving refuge to the hijackers, was and is in flagrant breach of its international obligations under the Hague Convention to which Afghanistan is a party, and constitutes a serious threat to air safety.] Consequently the Heads of State and Government propose to suspend all flights to and from Afghanistan in implementation of the Bonn Declaration unless Afghanistan immediately takes steps to comply with its obligations.”",0,"france","0","1981-07-20","Canada",0,0,0,NA,0,377,7,49,1,0,0,0,0,0,0,NA,0.0001110497773,0.578958963,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"57",1981,"Terrorism","1981-36","“[The Heads of State and Government are convinced that, in the case of the hijacking of a Pakistan International Airlines aircraft in March, the conduct of the Babrak Karmal government of Afghanistan, both during the incident and subsequently in giving refuge to the hijackers, was and is in flagrant breach of its international obligations under the Hague Convention to which Afghanistan is a party, and constitutes a serious threat to air safety.] Consequently the Heads of State and Government propose to suspend all flights to and from Afghanistan in implementation of the Bonn Declaration unless Afghanistan immediately takes steps to comply with its obligations.”",0,"uk","0","1981-07-20","Canada",0,0,0,NA,0,377,7,49,1,0,0,0,0,0,0,5.41e-16,9.599306222e-05,-0.822285263,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"58",1981,"Terrorism","1981-36","“[The Heads of State and Government are convinced that, in the case of the hijacking of a Pakistan International Airlines aircraft in March, the conduct of the Babrak Karmal government of Afghanistan, both during the incident and subsequently in giving refuge to the hijackers, was and is in flagrant breach of its international obligations under the Hague Convention to which Afghanistan is a party, and constitutes a serious threat to air safety.] Consequently the Heads of State and Government propose to suspend all flights to and from Afghanistan in implementation of the Bonn Declaration unless Afghanistan immediately takes steps to comply with its obligations.”",0,"russia",NA,"1981-07-20","Canada",0,0,0,NA,0,377,7,49,1,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"59",1981,"Terrorism","1981-36","“[The Heads of State and Government are convinced that, in the case of the hijacking of a Pakistan International Airlines aircraft in March, the conduct of the Babrak Karmal government of Afghanistan, both during the incident and subsequently in giving refuge to the hijackers, was and is in flagrant breach of its international obligations under the Hague Convention to which Afghanistan is a party, and constitutes a serious threat to air safety.] Consequently the Heads of State and Government propose to suspend all flights to and from Afghanistan in implementation of the Bonn Declaration unless Afghanistan immediately takes steps to comply with its obligations.”",0,"us","1","1981-07-20","Canada",0,0,0,NA,0,377,7,49,1,0,0,0,0,0,0,3.21e-15,0.0001397610975,1.53631968,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"60",1981,"Terrorism","1981-36","“[The Heads of State and Government are convinced that, in the case of the hijacking of a Pakistan International Airlines aircraft in March, the conduct of the Babrak Karmal government of Afghanistan, both during the incident and subsequently in giving refuge to the hijackers, was and is in flagrant breach of its international obligations under the Hague Convention to which Afghanistan is a party, and constitutes a serious threat to air safety.] Consequently the Heads of State and Government propose to suspend all flights to and from Afghanistan in implementation of the Bonn Declaration unless Afghanistan immediately takes steps to comply with its obligations.”",0,"canada","1","1981-07-20","Canada",0,0,0,NA,0,377,7,49,1,0,0,0,0,0,0,3.06e-16,0.0001233746625,2.20571769,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"61",1981,"Trade","1981-17","We will work together to strengthen this system in the interest of all trading countries, recognizing that this will involve structural adaptation to changes in the world economy. ",0,"russia",NA,"1981-07-20","Canada",0,0,0,NA,0,338,6,36,0,0,0,0,0,0,0,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"62",1981,"Terrorism","1981-36","“[The Heads of State and Government are convinced that, in the case of the hijacking of a Pakistan International Airlines aircraft in March, the conduct of the Babrak Karmal government of Afghanistan, both during the incident and subsequently in giving refuge to the hijackers, was and is in flagrant breach of its international obligations under the Hague Convention to which Afghanistan is a party, and constitutes a serious threat to air safety.] Consequently the Heads of State and Government propose to suspend all flights to and from Afghanistan in implementation of the Bonn Declaration unless Afghanistan immediately takes steps to comply with its obligations.”",0,"japan","-1","1981-07-20","Canada",0,0,0,NA,0,377,7,49,1,0,0,0,0,0,0,1.22e-15,0.0001036132306,3.442257677,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
